economy,YR2008,YR2009,YR2010,YR2011,YR2012,YR2013,YR2014,YR2015,YR2016,YR2017,YR2018,YR2019
MAR,88.3165600830087,88.5431396113244,88.7646796056595,90.4826115130109,90.9405998998956,90.2455849447978,90.72183409217,,,,,
MCO,,,,,,,,,,,,
MDA,96.2410175827566,95.9413394404509,93.8117840069182,92.5207884624576,92.2474194809244,90.0495989023482,90.011076692694,,,,,
MDG,,,,,,,,,,,,
MDV,,,,,,,,,,,,
MEA,-166.559112198685,-144.996821246917,-144.137077057609,-149.074861502085,-140.144534880439,-138.217733798991,-126.967883428979,64.9673633255356,,,,
MEX,-26.9189418257342,-24.7480112124295,-22.6978878924087,-18.0162706680294,-13.9815347067849,-12.7259150367856,-10.7936009824051,-4.66648531273653,,,,
MHL,,,,,,,,,,,,
MIC,-17.7779667832085,-15.7281949298436,-14.4237547082706,-12.6683586347443,-10.4662280219461,-9.60353749845964,-7.94700986415709,28.0081754041453,,,,
MKD,46.2348578901194,42.9020914438351,43.880305601832,44.3673859728094,48.50088880244,49.6487990961978,51.7709987399708,,,,,
MLI,,,,,,,,,,,,
MLT,99.8915820061991,99.880399985612,99.4177103801487,99.200490744903,99.020755696883,98.8396163039573,98.3814861651297,,,,,
MMR,-50.0477876394336,-54.0043312798301,-60.8937365310255,-58.2463682570112,-46.2835353583934,-39.8198016411833,-32.9707940690214,,,,,
MNA,-101.677290816832,-92.6104923007326,-93.7257044903681,-78.698972145162,-71.6426651156692,-62.0742269274378,-54.7722743817302,,,,,
MNE,42.8994444583783,39.6726610047107,24.2017497085095,35.5494718291093,33.3185233017961,22.2303255253028,27.5691369021482,,,,,
MNG,-58.8585169794916,-131.595632416253,-297.585310718413,-338.603937449447,-248.415818868114,-211.397279371262,-168.093393249747,,,,,
MNP,,,,,,,,,,,,
MOZ,-23.2818621797299,-22.1747844236349,-22.5516437901751,-24.9815238408328,-50.8503498202317,-53.4789240500307,-54.6016275394316,,,,,
MRT,,,,,,,,,,,,
MUS,79.3889175376723,81.0468331048798,81.6562243544632,82.4396325658244,83.1531700827588,83.7810984991436,84.5422889477177,,,,,
MWI,,,,,,,,,,,,
MYS,-26.9661623574635,-24.7207893952925,-21.7027753593753,-14.7370616925982,-11.868809790613,-5.76051303676827,-5.50502894059521,,,,,
NAC,17.175212912811,14.3114667487234,14.3510930300287,10.6634977250193,7.41183702095699,5.26639729655054,0.564697203944944,-1.55256281838464,,,,
NAM,72.041055956226,72.0744840600035,73.6084452351254,73.1964338216546,72.6456292984034,75.3061526476612,74.441668794091,,,,,
NCL,,,,,,,,,,,,
NER,14.6631467706272,16.9144112616786,19.7171924584656,18.174627244297,0.82274821716651,-4.63213520039166,-5.80974191782531,,,,,
NGA,-104.991880767666,-102.34625173434,-111.901347179337,-104.388667973547,-99.1423645200801,-90.5783529176016,-93.0272192925366,,,,,
NIC,46.6020593579649,47.3321390275631,46.8066054857181,48.5114238500457,43.329659153105,39.7489916645023,40.8593754052827,,,,,
NLD,16.4123363225629,19.1971059559435,16.3028492034755,16.7756168643614,16.8524877315142,10.3846862641158,19.7692893509844,35.0210076536413,,,,
NOR,-588.736251313266,-594.186786522607,-512.231482126258,-611.501280220988,-584.362913455959,-494.815747774818,-582.899339376479,-581.346573495889,,,,
NPL,10.069373296471,11.4374179389377,13.0671701693651,13.5054594561247,15.7656618730103,14.5947612922961,16.6770647138356,,,,,
NRU,,,,,,,,,,,,
NZL,13.9134242221166,12.6719707051103,8.14442556921756,11.9819430670901,16.4589994586578,16.4140944394665,17.0845525907585,19.478152630606,,,,
OED,28.307389784363,26.1011095338513,26.909432235019,25.6765739167973,24.5271381757983,23.1635544195376,19.6443258966563,20.9690424983259,,,,
OMN,-277.980989506473,-295.959788633827,-258.436936634927,-215.757004933115,-205.869807179243,-209.61606178175,-206.194712128279,,,,,
OSS,-219.643610796731,-229.196236753131,-256.692224841734,-262.875039986558,-248.259832394549,-250.313990004329,-226.990102773934,4.61096054499404,,,,
PAK,24.0995555894459,23.3558586381026,23.5604667632451,23.1164670076063,22.8111667431979,23.4385850825137,24.1231687826883,,,,,
PAN,70.9245876660119,75.0147819243604,81.4271736211774,82.7761139981454,80.4692570562442,79.9114176648041,80.9045483773801,,,,,
PER,15.9355710561668,4.24317834489626,-3.73747803910758,-23.0241661057468,-14.1864129069099,-18.9187380752916,-14.8995881431003,,,,,
PHL,42.7193782569615,38.5416053995477,41.7086473654964,40.9232733793136,41.8019156799092,45.3248865999998,45.7680030829921,,,,,
PLW,,,,,,,,,,,,
PNG,,,,,,,,,,,,
POL,27.3450514172981,28.6019234946783,33.210916163462,32.518226746529,26.9765492114964,27.3320950164791,28.3910110146742,28.5463623504182,,,,
PRE,-123.566242129266,-115.937012542129,-113.16007526255,-107.959424856709,-101.019407930726,-94.4497009207342,-97.8901932353178,,,,,
PRI,,,,,,,,,,,,
PRK,-3.28491500020426,-4.63588596974818,-10.2180299513425,-43.8449393617516,-42.2031145563898,-88.4247396892458,-74.7523939941707,,,,,
PRT,81.8767228619796,79.7744867527795,75.3133414064953,75.7898442601672,78.0427158868151,73.1730789650377,71.6682863058296,76.8605636843599,,,,
PRY,-66.4635379106988,-59.2369115198048,-48.0947998207086,-50.8584207683066,-50.7457940457748,-50.8090619471892,-36.9395631347409,,,,,
PSE,,,,,,,,,,,,
PSS,,,,,,,,,,,,
PST,31.2061528350896,28.8552257107685,29.7227330492525,28.438587221214,27.1766716784851,25.6026402301148,21.8325513367585,19.5210644745381,,,,
PYF,,,,,,,,,,,,
QAT,-491.147171332341,-487.874422078176,-545.208132299773,-524.79253968293,-444.127637141325,-455.172286951621,-398.991186700817,,,,,
ROU,26.8610771118466,18.7610853749871,21.570872042603,22.9918108151044,22.164301887136,18.7593235316674,16.77549802171,,,,,
RUS,-82.1331243647021,-84.0216287101572,-85.847244004456,-80.0042989975367,-77.8561096295228,-83.8412398490403,-83.6705407206797,,,,,
RWA,,,,,,,,,,,,
SAS,25.1509325410513,26.4682710210551,27.3326813569599,28.3425630704289,30.1751351383797,30.8861605421821,32.692107819325,,,,,
SAU,-266.008256155065,-211.608957187197,-186.509720577307,-232.737470914801,-211.956353630103,-219.739508188851,-191.5238831163,,,,,
SDN,-115.972042300133,-115.543308805522,-109.732565107587,-108.750266549097,-11.7214241257206,-9.17211296063363,-8.99308022891091,,,,,
SEN,53.1478776204132,44.1155800095019,45.5224891530094,46.6560166115225,44.9076421703363,51.1733949825837,52.6924869906651,,,,,
SGP,98.2467607800251,97.9328422483174,97.6880328585997,97.7014427633591,97.6089951637979,97.5551670519087,97.6820012924571,,,,,
SLB,,,,,,,,,,,,
SLE,,,,,,,,,,,,
SLV,44.6042290510693,47.4919562854917,46.6282265878414,47.6102143533953,48.6373411229309,48.3108262255397,49.235465732583,,,,,
SMR,,,,,,,,,,,,
SOM,,,,,,,,,,,,
SRB,36.1351415980596,32.7270925376238,32.3999877781363,30.9848699025134,25.7825655312005,23.6793418351392,28.781468065094,,,,,
SSA,-57.5011451331872,-55.2159979873409,-58.1846469770254,-54.5773621410388,-51.5709810455869,-48.1273702953766,-48.8031355973392,,,,,
SSD,,,,,-174.974880927053,-672.395038027025,-1058.12002307807,,,,,
SSF,-57.5011451331872,-55.2159979873408,-58.1846469770254,-54.5773621410388,-51.5709810455869,-48.1273702953766,-48.8031355973392,,,,,
SST,-184.520317682816,-193.371511294104,-213.7812484042,-218.431684338925,-210.751378186311,-213.049157328579,-196.24133197657,4.61096054499404,,,,
STP,,,,,,,,,,,,
SUR,-59.1421437577975,-57.6290022674609,-29.8088960638835,-36.3919095694588,-25.2452502013822,-39.8664859115032,-43.7598353885612,,,,,
SVK,64.9560240558742,64.5255584287033,65.1845280149586,63.0152906591217,61.2914832251893,60.6799034464464,58.8267110539563,60.6511447813453,,,,
SVN,52.6485343374135,47.7669733819968,48.20691467721,47.4009384110252,48.979761619979,47.2852068508557,44.4989205841883,48.5431464921953,,,,
SWE,32.9994453771043,33.1674268843326,34.9959359587645,33.1893849090525,27.8671405373543,28.9998175016763,28.2711850989684,24.6520833839551,,,,
SWZ,,,,,,,,,,,,
SXM,,,,,,,,,,,,
SYC,,,,,,,,,,,,
SYR,-4.27294699207082,-12.4743881194655,-27.7454834821403,-26.1520902042094,5.4555993515808,37.7285964100716,47.8337350026633,,,,,
TCA,,,,,,,,,,,,
TCD,,,,,,,,,,,,
